,맛_맛있다,맛_맛없다,맛_단맛,맛_쓴맛,맛_신맛,맛_과일맛,맛_유제품맛,재구매의사_있음,재구매의사_없음,목넘김_좋음,목넘김_불편,기능_다이어트,기능_질건강,기능_장건강,기능_피로회복
403,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
404,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
405,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1
410,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
411,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
412,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
415,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
416,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
417,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1
418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
420,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
421,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
429,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
430,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
433,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0
434,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
435,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
436,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0
437,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
438,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
439,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
440,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
441,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
442,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
443,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
444,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
445,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
446,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
447,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
453,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
454,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
455,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0
456,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
457,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
458,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
461,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
462,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
463,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
464,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
465,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
466,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
467,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
468,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
469,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0
470,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
472,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
473,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
474,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
475,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
476,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
477,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0
478,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
479,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0
480,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
481,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
482,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
483,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
484,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
485,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
486,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
487,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
488,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
489,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
490,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
491,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0
492,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
494,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
495,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
496,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
497,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
498,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
499,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
500,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
501,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
502,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0
503,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
505,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
506,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
507,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0
508,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
509,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
510,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
512,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
513,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
514,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
515,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
516,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
517,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
518,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
521,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
522,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
523,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
524,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
525,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
526,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
527,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
528,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
529,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0
530,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
531,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
532,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
533,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
534,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
535,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
536,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0
537,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
538,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
539,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
540,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
541,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
542,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
543,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
544,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
545,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
546,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
547,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
548,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
549,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0
550,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
551,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0
552,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
553,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
554,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
555,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
556,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
557,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
558,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
559,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0
560,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
561,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0
562,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
563,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0
564,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
565,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
566,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0
567,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
568,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
569,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
570,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
571,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0
572,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
573,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
574,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
575,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0
576,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
577,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
578,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
579,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
580,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
581,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
584,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
585,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
586,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
589,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
590,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
591,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
592,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
593,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0
594,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
595,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
596,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
597,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
598,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
599,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
600,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
601,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
602,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
603,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
604,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
605,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
606,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0
607,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
608,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
609,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0
610,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
611,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
612,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
613,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
614,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
615,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
616,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
617,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
618,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
619,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
620,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0
621,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
622,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
623,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
624,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0
625,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
626,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0
627,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
629,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0
630,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
632,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
633,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0
634,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
635,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
636,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
637,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
638,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0
639,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
640,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
641,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
642,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
643,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
644,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
645,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
646,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
647,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0
648,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
649,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
650,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
651,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
652,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
653,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
654,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
655,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
656,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
657,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
658,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
659,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
660,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
661,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
662,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0
663,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
664,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
665,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
666,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
669,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
670,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
671,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
673,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
674,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
675,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
676,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
677,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
678,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
679,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
680,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
681,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
682,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
683,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
684,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
685,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
686,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0
687,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
688,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
689,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
690,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
691,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
692,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
693,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
694,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
695,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
696,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
697,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
698,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
699,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0
700,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
701,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
702,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
703,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
704,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
705,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
706,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
708,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
709,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
710,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
711,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0
712,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
713,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
714,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
715,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
716,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0
717,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0
718,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
719,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
720,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
721,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0
724,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
725,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
727,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
728,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
729,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
730,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
731,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
732,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0
733,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
734,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
735,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
736,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
737,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
738,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
739,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
740,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
741,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0
742,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
743,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
744,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0
745,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
746,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0
747,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
748,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
749,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
750,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
751,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
752,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
753,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
754,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
755,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
756,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
757,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
758,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
759,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
760,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
761,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
762,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
763,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0
764,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
766,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
767,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
768,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
769,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
770,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
772,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
773,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
774,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
775,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
776,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
777,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
778,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
779,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
780,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
781,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0
782,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
783,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
784,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0
785,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
786,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
787,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
788,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
789,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0
790,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
791,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
792,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
793,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
795,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0
796,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
797,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
798,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
799,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
800,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
801,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
802,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
803,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
804,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0
805,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0
